name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Mahindra XUV500,2015,178600.0,102396,Diesel,Individual,Manual,First Owner,20.91 kmpl,1108 CC,104.82 bhp,60Nm@ 2690rpm,7
Maruti Swift,2016,134900.0,63404,Diesel,Dealer,Manual,First Owner,22.34 kmpl,715 CC,50.67 bhp,149Nm@ 2543rpm,7
Tata Nexon,2013,132200.0,162762,Petrol,Individual,Automatic,First Owner,21.25 kmpl,856 CC,113.4 bhp,173Nm@ 2883rpm,5
Hyundai i20,2007,55000.0,156852,Petrol,Individual,Manual,First Owner,19.08 kmpl,891 CC,68.14 bhp,248Nm@ 3536rpm,5
Maruti Swift,2012,82700.0,106579,Petrol,Dealer,Manual,Second Owner,21.99 kmpl,903 CC,59.51 bhp,85Nm@ 3553rpm,5
Mahindra XUV500,2021,263400.0,87964,Diesel,Trustmark Dealer,Manual,Second Owner,22.74 kmpl,1198 CC,92.14 bhp,224Nm@ 1650rpm,7
Toyota Innova,2018,296600.0,69900,Diesel,Individual,Manual,First Owner,17.27 kmpl,1120 CC,126.53 bhp,150Nm@ 2106rpm,5
Honda City,2007,59800.0,174008,Diesel,Dealer,Automatic,Third Owner,18.56 kmpl,1122 CC,96.23 bhp,61Nm@ 2420rpm,5
Maruti Swift,2021,217900.0,146907,Petrol,Dealer,Automatic,First Owner,24.55 kmpl,754 CC,81.96 bhp,97Nm@ 3279rpm,7
Maruti Swift,2014,125400.0,120476,Diesel,Individual,Manual,Third Owner,19.99 kmpl,1334 CC,81.07 bhp,70Nm@ 1742rpm,4
Audi A4,2006,138600.0,182374,Diesel,Individual,Manual,Second Owner,15.04 kmpl,2512 CC,266.82 bhp,214Nm@ 3074rpm,8
Skoda Octavia,2005,66600.0,171133,Petrol,Individual,Manual,Second Owner,17.24 kmpl,1481 CC,113.6 bhp,142Nm@ 3698rpm,5
Mahindra XUV500,2008,91000.0,68487,LPG,Individual,Manual,First Owner,21.28 kmpl,1278 CC,72.28 bhp,108Nm@ 1920rpm,5
Ford Ecosport,2018,198400.0,136952,Petrol,Individual,Manual,First Owner,21.95 kmpl,1182 CC,98.45 bhp,76Nm@ 2158rpm,5
Toyota Innova,2014,186400.0,113134,Diesel,Individual,Manual,First Owner,19.15 kmpl,1825 CC,98.72 bhp,151Nm@ 1905rpm,5
Maruti Swift,2010,76500.0,149625,Diesel,Individual,Automatic,First Owner,22.69 kmpl,700 CC,79.54 bhp,154Nm@ 1881rpm,5
Hyundai i20,2007,39600.0,210619,Petrol,Individual,Manual,First Owner,26.02 kmpl,886 CC,43.1 bhp,233Nm@ 3034rpm,5
BMW 3 Series,2006,186500.0,86054,Diesel,Dealer,Manual,First Owner,14.24 kmpl,2676 CC,249.71 bhp,150Nm@ 3989rpm,5
Maruti Swift,2015,127300.0,122080,Petrol,Individual,Manual,First Owner,22.76 kmpl,1035 CC,56.5 bhp,173Nm@ 1779rpm,8
Tata Nexon,2016,206300.0,97632,Diesel,Trustmark Dealer,Manual,First Owner,14.5 kmpl,837 CC,109.32 bhp,169Nm@ 3210rpm,5
Hyundai i20,2014,102200.0,87272,Diesel,Individual,Manual,Third Owner,22.48 kmpl,810 CC,81.19 bhp,236Nm@ 3861rpm,5
Toyota Innova,2023,490800.0,56203,Petrol,Individual,Manual,First Owner,18.85 kmpl,1521 CC,109.83 bhp,151Nm@ 1832rpm,7
Honda City,2021,311600.0,61853,Petrol,Individual,Manual,First Owner,22.23 kmpl,1079 CC,89.16 bhp,189Nm@ 1716rpm,4
Ford Ecosport,2006,58200.0,149000,Petrol,Individual,Manual,Second Owner,20.39 kmpl,1069 CC,81.22 bhp,241Nm@ 1667rpm,5
Hyundai i20,2010,54000.0,91125,LPG,Individual,Manual,Fourth & Above Owner,22.81 kmpl,936 CC,44.34 bhp,130Nm@ 3253rpm,5
Hyundai i20,2015,113300.0,122306,Petrol,Individual,Manual,First Owner,18.55 kmpl,795 CC,63.57 bhp,186Nm@ 3860rpm,5
BMW 3 Series,2007,127100.0,144765,Petrol,Individual,Manual,Fourth & Above Owner,9.98 kmpl,2296 CC,259.81 bhp,139Nm@ 2375rpm,5
Ford Ecosport,2008,55100.0,182298,CNG,Individual,Manual,Third Owner,22.34 kmpl,1322 CC,71.73 bhp,60Nm@ 2679rpm,7
Maruti Swift,2005,57800.0,122555,Petrol,Individual,Manual,First Owner,16.97 kmpl,1061 CC,73.57 bhp,138Nm@ 3942rpm,7
Ford Ecosport,2021,286000.0,86941,Petrol,Individual,Manual,Second Owner,14.33 kmpl,1544 CC,75.37 bhp,176Nm@ 1895rpm,5
Maruti Swift,2005,33100.0,134760,Petrol,Individual,Manual,Third Owner,18.56 kmpl,719 CC,62.7 bhp,156Nm@ 3726rpm,5
BMW 3 Series,2017,508700.0,94784,Diesel,Individual,Manual,Second Owner,14.41 kmpl,3000 CC,259.76 bhp,178Nm@ 3256rpm,5
Audi A4,2021,774300.0,41414,Petrol,Individual,Manual,Second Owner,14.49 kmpl,2556 CC,255.21 bhp,195Nm@ 3656rpm,7
Hyundai i20,2012,110500.0,95485,Petrol,Individual,Manual,First Owner,19.16 kmpl,1211 CC,45.99 bhp,156Nm@ 3143rpm,5
Skoda Octavia,2020,275900.0,39135,Diesel,Individual,Manual,Third Owner,22.88 kmpl,1223 CC,99.98 bhp,306Nm@ 3654rpm,7
Honda City,2006,59900.0,152445,Diesel,Trustmark Dealer,Manual,First Owner,19.4 kmpl,1161 CC,79.58 bhp,260Nm@ 3727rpm,5
Mahindra XUV500,2021,299300.0,53006,Petrol,Trustmark Dealer,Manual,Second Owner,20.83 kmpl,1031 CC,109.37 bhp,155Nm@ 2933rpm,5
Maruti Swift,2014,112500.0,49454,Diesel,Dealer,Manual,Second Owner,20.88 kmpl,898 CC,54.85 bhp,60Nm@ 3809rpm,5
Audi A4,2021,933300.0,58538,Petrol,Individual,Automatic,First Owner,18.18 kmpl,2719 CC,270.34 bhp,262Nm@ 3628rpm,8
Tata Nexon,2010,71600.0,194202,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,70.42 bhp,213Nm@ 2081rpm,7
Toyota Innova,2015,176500.0,147014,Diesel,Individual,Manual,Third Owner,19.21 kmpl,1372 CC,138.4 bhp,200Nm@ 3766rpm,5
Skoda Octavia,2008,91100.0,115831,Diesel,Trustmark Dealer,Manual,Second Owner,13.93 kmpl,1735 CC,78.5 bhp,60Nm@ 3885rpm,7
Ford Ecosport,2016,185800.0,96522,Petrol,Dealer,Manual,First Owner,19.14 kmpl,1267 CC,83.19 bhp,160Nm@ 1806rpm,5
Audi A4,2021,774100.0,98457,Diesel,Dealer,Manual,First Owner,8.11 kmpl,2863 CC,279.63 bhp,69Nm@ 2349rpm,5
Ford Ecosport,2007,36500.0,198614,Diesel,Individual,Manual,Fourth & Above Owner,20.31 kmpl,1060 CC,68.77 bhp,168Nm@ 3521rpm,7
Honda City,2018,158600.0,72553,Petrol,Individual,Manual,First Owner,17.86 kmpl,856 CC,54.59 bhp,230Nm@ 3250rpm,4
Tata Nexon,2010,74300.0,91001,Diesel,Dealer,Manual,Second Owner,19.76 kmpl,864 CC,73.6 bhp,240Nm@ 3045rpm,7
Toyota Innova,2006,76000.0,179111,Petrol,Dealer,Manual,First Owner,19.29 kmpl,1450 CC,122.43 bhp,166Nm@ 1823rpm,5
Maruti Swift,2019,142700.0,69217,Diesel,Individual,Manual,First Owner,18.25 kmpl,823 CC,35.0 bhp,83Nm@ 1933rpm,7
Maruti Swift,2007,41700.0,133141,CNG,Dealer,Manual,Second Owner,24.45 kmpl,740 CC,51.71 bhp,81Nm@ 2307rpm,7
Ford Ecosport,2017,131400.0,82546,Petrol,Individual,Manual,Fourth & Above Owner,19.02 kmpl,727 CC,83.94 bhp,215Nm@ 3860rpm,7
Audi A4,2005,136200.0,207075,Diesel,Individual,Manual,First Owner,8.0 kmpl,2683 CC,250.07 bhp,225Nm@ 3489rpm,7
BMW 3 Series,2015,506400.0,29126,CNG,Individual,Manual,First Owner,11.42 kmpl,2696 CC,279.36 bhp,60Nm@ 3993rpm,7
Hyundai i20,2008,76400.0,116958,Petrol,Individual,Manual,First Owner,19.51 kmpl,1123 CC,68.02 bhp,269Nm@ 3402rpm,7
Toyota Innova,2021,267100.0,91169,Petrol,Individual,Manual,Third Owner,17.83 kmpl,1228 CC,108.76 bhp,106Nm@ 3783rpm,5
Maruti Swift,2021,126600.0,92265,Diesel,Dealer,Manual,Third Owner,11.92 kmpl,700 CC,41.57 bhp,134Nm@ 3925rpm,5
Tata Nexon,2006,59500.0,224260,Diesel,Dealer,Automatic,Second Owner,18.9 kmpl,1078 CC,99.12 bhp,222Nm@ 3828rpm,4
BMW 3 Series,2018,467300.0,74556,Petrol,Individual,Manual,Second Owner,11.02 kmpl,2229 CC,256.91 bhp,119Nm@ 1585rpm,5
Ford Ecosport,2012,125900.0,97513,Petrol,Dealer,Manual,First Owner,25.24 kmpl,1197 CC,82.69 bhp,60Nm@ 3888rpm,7
Audi A4,2006,130600.0,203430,Petrol,Trustmark Dealer,Manual,Third Owner,15.13 kmpl,2407 CC,283.23 bhp,72Nm@ 2515rpm,7
Tata Nexon,2012,58600.0,128886,Diesel,Dealer,Manual,Third Owner,21.63 kmpl,1107 CC,35.0 bhp,221Nm@ 3841rpm,5
Mahindra XUV500,2022,308000.0,62544,Diesel,Dealer,Automatic,Second Owner,21.98 kmpl,1122 CC,75.91 bhp,229Nm@ 2946rpm,7
Toyota Innova,2006,77000.0,155547,Diesel,Individual,Manual,Second Owner,17.69 kmpl,1546 CC,116.52 bhp,160Nm@ 3257rpm,5
Tata Nexon,2016,157700.0,98811,Diesel,Individual,Manual,First Owner,21.81 kmpl,1068 CC,67.59 bhp,157Nm@ 2624rpm,7
Toyota Innova,2015,170200.0,95207,Diesel,Individual,Manual,First Owner,17.66 kmpl,1203 CC,81.39 bhp,71Nm@ 3445rpm,5
Tata Nexon,2020,291200.0,11906,Petrol,Individual,Manual,Second Owner,15.24 kmpl,1213 CC,80.91 bhp,178Nm@ 3090rpm,5
Audi A4,2019,635600.0,15131,Petrol,Dealer,Manual,Third Owner,12.84 kmpl,2721 CC,274.98 bhp,99Nm@ 2087rpm,5
Toyota Innova,2011,141200.0,135784,LPG,Individual,Manual,First Owner,19.78 kmpl,1729 CC,142.14 bhp,230Nm@ 1638rpm,4
Mahindra XUV500,2009,101400.0,104602,Diesel,Dealer,Manual,Second Owner,17.56 kmpl,1583 CC,78.08 bhp,140Nm@ 3154rpm,7
Tata Nexon,2016,192000.0,75433,Diesel,Dealer,Manual,First Owner,21.26 kmpl,1388 CC,82.04 bhp,137Nm@ 3029rpm,5
Skoda Octavia,2006,67800.0,170352,Diesel,Individual,Manual,First Owner,20.73 kmpl,1430 CC,95.48 bhp,82Nm@ 2582rpm,5
Hyundai i20,2007,52500.0,159507,Petrol,Individual,Manual,First Owner,24.67 kmpl,762 CC,65.6 bhp,107Nm@ 3793rpm,5
Hyundai i20,2014,84400.0,101132,Petrol,Individual,Manual,Second Owner,21.29 kmpl,768 CC,47.88 bhp,150Nm@ 2970rpm,4
Mahindra XUV500,2006,53600.0,131757,Petrol,Dealer,Manual,First Owner,17.59 kmpl,884 CC,74.22 bhp,101Nm@ 3049rpm,5
BMW 3 Series,2011,261900.0,121299,Petrol,Trustmark Dealer,Manual,Second Owner,19.45 kmpl,2533 CC,276.95 bhp,145Nm@ 1922rpm,5
Mahindra XUV500,2017,219300.0,55341,Diesel,Individual,Automatic,Third Owner,20.05 kmpl,1377 CC,85.83 bhp,71Nm@ 3462rpm,5
Audi A4,2023,829600.0,57025,CNG,Trustmark Dealer,Manual,First Owner,11.79 kmpl,2316 CC,232.09 bhp,152Nm@ 1848rpm,5
BMW 3 Series,2021,773800.0,36873,Diesel,Individual,Manual,First Owner,16.04 kmpl,2425 CC,264.31 bhp,191Nm@ 2846rpm,5
Honda City,2013,108800.0,86512,Diesel,Individual,Manual,Second Owner,20.38 kmpl,1169 CC,63.0 bhp,65Nm@ 1673rpm,7
Toyota Innova,2008,121800.0,140004,Petrol,Dealer,Manual,First Owner,16.55 kmpl,1175 CC,159.65 bhp,175Nm@ 1576rpm,5
Hyundai i20,2013,122000.0,110600,Diesel,Trustmark Dealer,Automatic,Second Owner,18.61 kmpl,1200 CC,62.46 bhp,60Nm@ 1595rpm,5
Tata Nexon,2023,311600.0,67204,Petrol,Individual,Manual,Second Owner,19.64 kmpl,1072 CC,75.38 bhp,178Nm@ 2011rpm,7
Toyota Innova,2010,118800.0,120744,Diesel,Dealer,Manual,Third Owner,19.92 kmpl,1530 CC,134.36 bhp,86Nm@ 2300rpm,5
Mahindra XUV500,2019,294300.0,58624,Petrol,Individual,Manual,Second Owner,17.63 kmpl,1218 CC,110.04 bhp,100Nm@ 1522rpm,5
Hyundai i20,2011,102200.0,61764,Diesel,Individual,Manual,Second Owner,17.49 kmpl,1128 CC,68.26 bhp,130Nm@ 2043rpm,7
Skoda Octavia,2020,333300.0,39430,Petrol,Dealer,Manual,Second Owner,21.93 kmpl,1896 CC,83.21 bhp,234Nm@ 2848rpm,7
Audi A4,2005,195000.0,131601,Petrol,Dealer,Automatic,First Owner,11.05 kmpl,2939 CC,258.76 bhp,60Nm@ 2823rpm,5
BMW 3 Series,2007,197100.0,83948,Diesel,Individual,Manual,First Owner,11.34 kmpl,2529 CC,264.45 bhp,201Nm@ 2241rpm,5
Audi A4,2015,329400.0,162331,Diesel,Individual,Manual,Second Owner,9.78 kmpl,2769 CC,261.1 bhp,60Nm@ 3873rpm,7
Audi A4,2021,789800.0,91184,Diesel,Trustmark Dealer,Manual,First Owner,9.48 kmpl,2840 CC,246.18 bhp,250Nm@ 3730rpm,7
Toyota Innova,2012,182500.0,48743,Petrol,Individual,Automatic,Second Owner,17.57 kmpl,1518 CC,126.6 bhp,110Nm@ 2620rpm,5
Hyundai i20,2009,58300.0,145538,Petrol,Individual,Manual,First Owner,26.19 kmpl,700 CC,67.53 bhp,188Nm@ 3631rpm,5
BMW 3 Series,2013,345900.0,101323,Petrol,Trustmark Dealer,Manual,First Owner,12.82 kmpl,2843 CC,245.54 bhp,157Nm@ 2333rpm,7
Toyota Innova,2006,89400.0,174772,Petrol,Individual,Manual,First Owner,20.05 kmpl,1408 CC,139.68 bhp,80Nm@ 2513rpm,7
BMW 3 Series,2014,317100.0,152498,Petrol,Individual,Manual,Second Owner,13.91 kmpl,2753 CC,259.34 bhp,111Nm@ 3533rpm,7
BMW 3 Series,2015,426600.0,73615,Petrol,Individual,Manual,First Owner,8.57 kmpl,2765 CC,257.92 bhp,162Nm@ 3232rpm,7
Tata Nexon,2009,67700.0,100397,Diesel,Individual,Manual,Fourth & Above Owner,19.32 kmpl,1056 CC,83.55 bhp,128Nm@ 3009rpm,7
Honda City,2009,75300.0,176569,Petrol,Dealer,Manual,Second Owner,24.92 kmpl,1077 CC,112.81 bhp,119Nm@ 2343rpm,7
Audi A4,2008,164100.0,151682,Petrol,Trustmark Dealer,Manual,Third Owner,14.77 kmpl,2504 CC,262.1 bhp,151Nm@ 1793rpm,5
Mahindra XUV500,2015,148000.0,167806,Petrol,Individual,Automatic,First Owner,18.67 kmpl,1170 CC,88.37 bhp,142Nm@ 3342rpm,5
Audi A4,2008,204300.0,144417,CNG,Dealer,Manual,First Owner,11.81 kmpl,2705 CC,266.67 bhp,172Nm@ 2752rpm,5
Mahindra XUV500,2022,336100.0,71626,Petrol,Trustmark Dealer,Manual,Second Owner,15.89 kmpl,944 CC,117.64 bhp,237Nm@ 3075rpm,7
Maruti Swift,2018,185600.0,64054,Petrol,Individual,Manual,First Owner,21.09 kmpl,882 CC,57.42 bhp,94Nm@ 1907rpm,7
Hyundai i20,2015,176000.0,80022,Petrol,Individual,Automatic,First Owner,15.49 kmpl,1045 CC,75.06 bhp,79Nm@ 3642rpm,5
BMW 3 Series,2023,792200.0,29931,Petrol,Individual,Manual,Second Owner,12.93 kmpl,2696 CC,234.35 bhp,60Nm@ 3854rpm,7
Mahindra XUV500,2019,211100.0,127757,Diesel,Dealer,Manual,First Owner,23.46 kmpl,1232 CC,73.01 bhp,242Nm@ 2830rpm,5
Hyundai i20,2009,81800.0,150034,Diesel,Individual,Manual,First Owner,17.48 kmpl,833 CC,91.61 bhp,60Nm@ 3078rpm,5
Ford Ecosport,2012,143000.0,68552,Petrol,Individual,Manual,First Owner,19.24 kmpl,1217 CC,85.04 bhp,140Nm@ 3781rpm,5
Mahindra XUV500,2010,88800.0,127323,Diesel,Dealer,Manual,First Owner,16.21 kmpl,1233 CC,64.22 bhp,67Nm@ 3155rpm,7
Mahindra XUV500,2019,224700.0,93730,Petrol,Dealer,Manual,First Owner,17.93 kmpl,1201 CC,88.4 bhp,205Nm@ 3960rpm,5
Ford Ecosport,2014,117500.0,127661,Diesel,Individual,Manual,Second Owner,14.68 kmpl,978 CC,88.05 bhp,103Nm@ 1722rpm,7
Skoda Octavia,2005,81700.0,139149,Petrol,Dealer,Manual,First Owner,19.73 kmpl,1594 CC,106.93 bhp,87Nm@ 3031rpm,4
Hyundai i20,2019,164200.0,87900,Petrol,Individual,Manual,Third Owner,18.77 kmpl,769 CC,94.9 bhp,146Nm@ 2377rpm,5
Maruti Swift,2006,51800.0,132418,Diesel,Trustmark Dealer,Manual,First Owner,19.75 kmpl,883 CC,75.99 bhp,213Nm@ 3817rpm,5
Hyundai i20,2007,53300.0,120796,Petrol,Dealer,Manual,First Owner,18.02 kmpl,916 CC,52.2 bhp,195Nm@ 2801rpm,7
Mahindra XUV500,2012,96500.0,81665,Petrol,Individual,Manual,Second Owner,20.22 kmpl,1117 CC,63.94 bhp,118Nm@ 3716rpm,7
BMW 3 Series,2010,246100.0,125032,Diesel,Dealer,Manual,First Owner,18.68 kmpl,2440 CC,253.88 bhp,194Nm@ 3326rpm,5
Tata Nexon,2016,199300.0,78923,Petrol,Individual,Manual,First Owner,18.23 kmpl,962 CC,103.02 bhp,79Nm@ 1978rpm,7
Tata Nexon,2006,58700.0,161646,LPG,Dealer,Automatic,Second Owner,11.16 kmpl,1197 CC,76.05 bhp,148Nm@ 3136rpm,7
Mahindra XUV500,2022,384100.0,112928,Petrol,Individual,Manual,First Owner,21.0 kmpl,1160 CC,123.87 bhp,245Nm@ 1674rpm,5
Mahindra XUV500,2023,401800.0,112466,Diesel,Individual,Manual,First Owner,19.63 kmpl,1130 CC,112.08 bhp,153Nm@ 3570rpm,5
Toyota Innova,2011,178600.0,111912,Petrol,Individual,Manual,First Owner,21.09 kmpl,1815 CC,135.07 bhp,160Nm@ 2159rpm,5
Toyota Innova,2022,570400.0,50970,Diesel,Individual,Automatic,First Owner,17.24 kmpl,1623 CC,128.39 bhp,200Nm@ 2074rpm,5
Skoda Octavia,2023,333100.0,58120,Diesel,Individual,Automatic,Second Owner,19.51 kmpl,1083 CC,82.64 bhp,121Nm@ 1764rpm,5
Toyota Innova,2005,64400.0,157904,Diesel,Trustmark Dealer,Manual,Third Owner,17.89 kmpl,1532 CC,143.3 bhp,88Nm@ 2694rpm,5
Skoda Octavia,2012,157700.0,126957,Diesel,Individual,Manual,First Owner,16.38 kmpl,1617 CC,104.25 bhp,145Nm@ 3888rpm,5
Tata Nexon,2015,187600.0,84727,Diesel,Dealer,Automatic,First Owner,16.32 kmpl,1341 CC,93.23 bhp,93Nm@ 1632rpm,5
Skoda Octavia,2018,191900.0,130862,CNG,Individual,Manual,Third Owner,21.03 kmpl,1608 CC,109.58 bhp,190Nm@ 3584rpm,7
Honda City,2022,285800.0,105682,Diesel,Dealer,Manual,First Owner,26.65 kmpl,1123 CC,73.2 bhp,60Nm@ 3119rpm,5
Tata Nexon,2011,103100.0,92630,Diesel,Individual,Manual,First Owner,22.05 kmpl,1058 CC,78.44 bhp,101Nm@ 2403rpm,5
Ford Ecosport,2015,118100.0,124589,Petrol,Dealer,Automatic,First Owner,18.53 kmpl,746 CC,53.36 bhp,175Nm@ 3877rpm,5
Tata Nexon,2014,109700.0,120752,CNG,Individual,Manual,Third Owner,19.71 kmpl,1027 CC,92.28 bhp,142Nm@ 3754rpm,5
BMW 3 Series,2007,197800.0,141132,Petrol,Dealer,Manual,First Owner,8.0 kmpl,2914 CC,266.78 bhp,100Nm@ 1570rpm,5
Hyundai i20,2006,56000.0,92789,Petrol,Dealer,Manual,Second Owner,15.89 kmpl,705 CC,90.43 bhp,60Nm@ 1858rpm,5
Skoda Octavia,2023,343900.0,68556,CNG,Dealer,Automatic,Second Owner,21.73 kmpl,1168 CC,76.48 bhp,194Nm@ 1567rpm,7
BMW 3 Series,2015,351300.0,154163,Petrol,Individual,Manual,First Owner,12.04 kmpl,2342 CC,263.7 bhp,194Nm@ 2718rpm,4
Toyota Innova,2016,211600.0,129701,Petrol,Dealer,Manual,First Owner,22.09 kmpl,1486 CC,113.71 bhp,100Nm@ 2726rpm,8
Hyundai i20,2019,125300.0,105597,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,18.17 kmpl,852 CC,65.39 bhp,155Nm@ 1720rpm,5
Maruti Swift,2020,195500.0,58731,Petrol,Dealer,Automatic,Third Owner,16.74 kmpl,1037 CC,48.7 bhp,173Nm@ 3618rpm,4
Skoda Octavia,2019,285200.0,124670,Petrol,Trustmark Dealer,Manual,First Owner,18.51 kmpl,1412 CC,108.49 bhp,133Nm@ 3658rpm,5
Tata Nexon,2009,74800.0,143050,Petrol,Individual,Manual,First Owner,15.53 kmpl,969 CC,67.96 bhp,183Nm@ 2013rpm,7
BMW 3 Series,2022,829600.0,66824,Diesel,Individual,Automatic,Second Owner,14.14 kmpl,2645 CC,264.95 bhp,76Nm@ 3335rpm,7
Mahindra XUV500,2011,131000.0,95429,LPG,Trustmark Dealer,Manual,First Owner,17.11 kmpl,1308 CC,105.15 bhp,68Nm@ 2316rpm,5
Skoda Octavia,2020,295600.0,76594,Petrol,Dealer,Manual,Second Owner,20.27 kmpl,1424 CC,106.4 bhp,147Nm@ 1579rpm,5
Audi A4,2018,538500.0,94270,Diesel,Individual,Manual,First Owner,14.18 kmpl,2737 CC,270.38 bhp,135Nm@ 3035rpm,5
Skoda Octavia,2014,148200.0,124452,Petrol,Individual,Manual,Third Owner,19.33 kmpl,1390 CC,125.78 bhp,90Nm@ 2597rpm,7
Ford Ecosport,2005,58700.0,113624,Diesel,Individual,Manual,First Owner,24.08 kmpl,1150 CC,60.52 bhp,157Nm@ 2904rpm,8
Toyota Innova,2019,307800.0,120244,Diesel,Individual,Manual,First Owner,17.53 kmpl,1530 CC,121.11 bhp,173Nm@ 1731rpm,7
Audi A4,2022,842100.0,87328,Diesel,Individual,Manual,First Owner,12.4 kmpl,2803 CC,262.24 bhp,137Nm@ 1534rpm,5
Mahindra XUV500,2012,139200.0,76171,Diesel,Individual,Manual,First Owner,20.68 kmpl,1133 CC,86.81 bhp,242Nm@ 3776rpm,7
Tata Nexon,2023,317200.0,93457,LPG,Dealer,Automatic,Second Owner,19.83 kmpl,972 CC,91.92 bhp,60Nm@ 1850rpm,5
Hyundai i20,2007,32800.0,175438,Petrol,Trustmark Dealer,Manual,Second Owner,21.11 kmpl,875 CC,35.0 bhp,164Nm@ 2378rpm,5
Honda City,2006,43800.0,152065,CNG,Dealer,Manual,Third Owner,21.35 kmpl,903 CC,83.05 bhp,126Nm@ 2205rpm,7
Hyundai i20,2010,73600.0,120171,Diesel,Individual,Manual,Second Owner,17.45 kmpl,845 CC,73.48 bhp,173Nm@ 2844rpm,5
Audi A4,2014,404200.0,105517,Petrol,Individual,Manual,First Owner,14.02 kmpl,2856 CC,238.57 bhp,115Nm@ 1850rpm,5
Tata Nexon,2013,149400.0,28905,Petrol,Individual,Automatic,First Owner,19.71 kmpl,1191 CC,62.28 bhp,198Nm@ 1522rpm,5
Ford Ecosport,2013,135400.0,142518,Diesel,Dealer,Automatic,First Owner,15.62 kmpl,1248 CC,97.37 bhp,222Nm@ 3087rpm,7
Honda City,2010,78600.0,141526,Diesel,Individual,Manual,Third Owner,20.78 kmpl,1164 CC,78.2 bhp,125Nm@ 2002rpm,5
Skoda Octavia,2022,368700.0,146431,Diesel,Dealer,Manual,First Owner,19.8 kmpl,1598 CC,97.02 bhp,134Nm@ 2494rpm,4
BMW 3 Series,2021,623400.0,63653,Petrol,Dealer,Manual,Third Owner,16.74 kmpl,2305 CC,244.61 bhp,92Nm@ 2484rpm,7
Tata Nexon,2017,189900.0,66251,Petrol,Dealer,Automatic,Second Owner,21.6 kmpl,1453 CC,54.82 bhp,176Nm@ 1547rpm,7
Maruti Swift,2021,237500.0,80608,Petrol,Individual,Manual,First Owner,22.42 kmpl,1224 CC,47.82 bhp,175Nm@ 2563rpm,4
Mahindra XUV500,2021,307300.0,101478,Petrol,Trustmark Dealer,Manual,First Owner,19.33 kmpl,1179 CC,102.68 bhp,229Nm@ 3276rpm,5
Ford Ecosport,2005,57700.0,132676,Diesel,Dealer,Manual,First Owner,16.24 kmpl,817 CC,104.51 bhp,213Nm@ 2089rpm,5
Skoda Octavia,2011,90000.0,181289,Diesel,Individual,Automatic,Second Owner,21.39 kmpl,1068 CC,93.39 bhp,74Nm@ 1565rpm,5
BMW 3 Series,2011,253000.0,126034,Petrol,Individual,Manual,First Owner,9.92 kmpl,2646 CC,251.92 bhp,149Nm@ 3775rpm,8
Skoda Octavia,2006,85700.0,146232,CNG,Individual,Manual,First Owner,15.72 kmpl,1462 CC,98.45 bhp,64Nm@ 2974rpm,5
Honda City,2006,56000.0,111542,Petrol,Individual,Manual,Second Owner,18.88 kmpl,1114 CC,76.4 bhp,131Nm@ 1818rpm,7
Ford Ecosport,2011,73700.0,205430,Petrol,Dealer,Manual,First Owner,24.7 kmpl,1276 CC,53.07 bhp,143Nm@ 3638rpm,5
Toyota Innova,2014,187800.0,61665,Diesel,Individual,Manual,First Owner,26.46 kmpl,1472 CC,91.68 bhp,62Nm@ 3009rpm,5
Audi A4,2010,216000.0,185313,Petrol,Individual,Manual,First Owner,14.89 kmpl,2587 CC,258.61 bhp,161Nm@ 2468rpm,5
Audi A4,2019,613800.0,77917,Petrol,Individual,Automatic,First Owner,12.0 kmpl,2804 CC,263.7 bhp,185Nm@ 3635rpm,5
Ford Ecosport,2008,71600.0,95834,Diesel,Dealer,Manual,Third Owner,19.42 kmpl,922 CC,108.47 bhp,125Nm@ 1523rpm,5
Tata Nexon,2007,67500.0,128140,Petrol,Individual,Manual,Second Owner,21.47 kmpl,1219 CC,80.15 bhp,186Nm@ 3760rpm,7
Skoda Octavia,2013,143700.0,84048,LPG,Individual,Manual,First Owner,18.12 kmpl,1055 CC,90.69 bhp,123Nm@ 3650rpm,7
Tata Nexon,2012,136400.0,98394,Diesel,Dealer,Manual,First Owner,16.27 kmpl,1118 CC,95.61 bhp,145Nm@ 3262rpm,7
Hyundai i20,2022,257000.0,43183,Petrol,Individual,Manual,First Owner,20.24 kmpl,947 CC,56.08 bhp,195Nm@ 3401rpm,5
Maruti Swift,2007,56100.0,111737,Petrol,Dealer,Manual,Fourth & Above Owner,19.44 kmpl,1581 CC,73.48 bhp,78Nm@ 3208rpm,5
Skoda Octavia,2015,163500.0,74087,Diesel,Individual,Manual,First Owner,22.65 kmpl,1126 CC,88.91 bhp,147Nm@ 2397rpm,8
Toyota Innova,2015,296000.0,46224,Petrol,Dealer,Automatic,First Owner,15.44 kmpl,1433 CC,132.02 bhp,98Nm@ 1927rpm,5
Skoda Octavia,2009,74800.0,145038,Diesel,Individual,Manual,Third Owner,21.68 kmpl,1339 CC,92.9 bhp,230Nm@ 2493rpm,7
Hyundai i20,2015,189900.0,79192,Petrol,Individual,Manual,First Owner,25.16 kmpl,1465 CC,69.18 bhp,110Nm@ 3218rpm,5
